,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
316,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,115000.0,mid
317,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,86000.0,low
318,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,165000.0,high
319,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,140000.0,high
320,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,139000.0,mid
321,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106000.0,mid
322,Entry level,Full-time,North America,On-Site,North America,LARGE,Data Engineering,40663.0,low
323,Senior,Full-time,North America,On-Site,North America,SMALL,Other,292875.0,Top
324,Senior,Freelancer,Europe,Half-Remote,Europe,SMALL,Other,50000.0,low
325,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,280700.0,Top
326,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,150450.0,high
327,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Data Science,51753.0,low
328,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,250500.0,Top
329,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,159500.0,high
330,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,145000.0,high
331,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,115000.0,mid
332,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140000.0,high
333,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120000.0,mid
334,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,130001.0,mid
335,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,71907.0,low
336,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,93918.0,low
337,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,51962.0,low
338,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,175000.0,high
339,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,135000.0,mid
340,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,85000.0,low
341,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,65000.0,low
342,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,257000.0,Top
343,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,147000.0,high
344,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,222000.0,Top
345,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,175000.0,high
346,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,203000.0,Top
347,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,133200.0,mid
348,Entry level,Full-time,North America,On-Site,North America,LARGE,Data Science,213660.0,Top
349,Entry level,Full-time,North America,On-Site,North America,LARGE,Data Science,130760.0,mid
350,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,221000.0,Top
351,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,147000.0,high
352,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,100000.0,low
353,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,80000.0,low
354,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,185900.0,Top
355,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,129300.0,mid
356,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,238000.0,Top
357,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,156000.0,high
358,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,304000.0,Top
359,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,199000.0,Top
360,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,48289.0,low
361,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,150000.0,high
362,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,130000.0,mid
363,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,140000.0,high
364,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,110000.0,mid
365,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90000.0,low
366,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,75000.0,low
367,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,195895.0,Top
368,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,102772.0,mid
369,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,240000.0,Top
370,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,183600.0,Top
371,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,130000.0,mid
372,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,80000.0,low
373,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,250000.0,Top
374,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,150000.0,high
375,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,160000.0,high
376,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,120000.0,mid
377,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,289076.0,Top
378,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,202353.0,Top
379,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,145000.0,high
380,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120000.0,mid
381,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,155000.0,high
382,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106000.0,mid
383,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,200000.0,Top
384,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,160000.0,high
385,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,157750.0,high
386,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,104650.0,mid
387,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,180000.0,high
388,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,140000.0,high
389,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,200000.0,Top
390,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,145000.0,high
391,Mid/Intermediate level,Full-time,North America,On-Site,North America,LARGE,Other,68000.0,low
392,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,60000.0,low
393,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,48289.0,low
394,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,38631.0,low
395,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,85000.0,low
396,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,65000.0,low
397,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,125000.0,mid
398,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90000.0,low
399,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,105000.0,mid
400,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,90000.0,low
401,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,179820.0,high
402,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143860.0,high
403,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,135000.0,mid
404,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,105500.0,mid
405,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Other,155000.0,high
406,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Other,125000.0,mid
407,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,241000.0,Top
408,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,181000.0,high
409,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,252000.0,Top
410,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,154000.0,high
411,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,180000.0,high
412,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,155000.0,high
413,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,191765.0,Top
414,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,134236.0,mid
415,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,175000.0,high
416,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,145000.0,high
417,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,237000.0,Top
418,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,145000.0,high
419,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Other,155000.0,high
420,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Other,125000.0,mid
421,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,80000.0,low
422,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,70000.0,low
423,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,146000.0,high
424,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,75000.0,low
425,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,64200.0,low
426,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,56100.0,low
427,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,170000.0,high
428,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,130000.0,mid
429,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,208450.0,Top
430,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170550.0,high
431,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,125000.0,mid
432,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,100000.0,low
433,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,135000.0,mid
434,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,120000.0,mid
435,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,200000.0,Top
436,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,170000.0,high
437,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,171250.0,high
438,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,113750.0,mid
439,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,222200.0,Top
440,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,136000.0,mid
441,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,260000.0,Top
442,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,136000.0,mid
443,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153600.0,high
444,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,100500.0,mid
445,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,205000.0,Top
446,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,184000.0,Top
447,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,115000.0,mid
448,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,95000.0,low
449,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,182500.0,Top
450,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,121500.0,mid
451,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,203100.0,Top
452,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,114500.0,mid
453,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,72914.0,low
454,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,54685.0,low
455,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,252000.0,Top
456,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,129000.0,mid
457,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,92700.0,low
458,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,61800.0,low
459,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,160000.0,high
460,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,130000.0,mid
461,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,258000.0,Top
462,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,190000.0,Top
463,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,170000.0,high
464,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,135000.0,mid
465,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,167500.0,high
466,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,106500.0,mid
467,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,195000.0,Top
468,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,160000.0,high
469,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,146000.0,high
470,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,75000.0,low
471,Entry level,Full-time,Europe,Full-Remote,Europe,LARGE,Data Engineering,65158.14400000001,low
